ASV_ID	arc_eval	bac_eval	euk_eval	mito_eval	eval_method
2cae1ceafbede5a35cd4847b11971bb9	5.6e-35	8.5e-107	NA	NA	barrnap:0.9
2cb062090a615c4f5bac73adc84348c1	7.9e-40	7.7e-99	5.1e-07	NA	barrnap:0.9
2cc03c7335c7dea5495a6daec562cc88	1.2e-37	6.2e-97	NA	NA	barrnap:0.9
2cc342108d08494bad633845ae6d1871	6.1e-20	6.4e-41	NA	NA	barrnap:0.9
2cd154702079c5af68e12a1e3e37ce9b	7.5e-36	1.3e-87	NA	NA	barrnap:0.9
2cdea16367e0b048319107890ad101ec	1.3e-33	3.1e-100	3.8e-07	NA	barrnap:0.9
2ce3694ccb7606936fb6a1c2952fd045	8.7e-35	1.9e-90	NA	NA	barrnap:0.9
2d0bb13cbd36d47fc25230635bf6293a	2.4e-34	2.6e-98	NA	NA	barrnap:0.9
2d0c842a44b3801ced23a90e18d81c2f	6.6e-39	1.8e-100	NA	NA	barrnap:0.9
2d0d055ce7e6de52786a1f4e19472090	7.6e-37	4.9e-91	NA	NA	barrnap:0.9
2d0e23d82e544f91cff3f369443b2ea4	1.2e-36	3.6e-97	NA	NA	barrnap:0.9
2d1bd5cba4bb2a886b28ae8a44707f83	7.5e-38	1.8e-100	NA	NA	barrnap:0.9
2d20254ca4be99fb34ddd6f5dfcf6faf	4.1e-46	2.4e-104	NA	NA	barrnap:0.9
2d2bb8f5c6b1a01bf1010410067a36c9	1.4e-28	1.1e-87	NA	NA	barrnap:0.9
2d30bb37cd360ce44b104cf7f75a33e8	5e-36	5.5e-98	NA	NA	barrnap:0.9
2d446a1347733856079ac3459dfbc791	1.6e-39	5.3e-95	NA	NA	barrnap:0.9
2d4f1b85d74b3c9c2cf448236dbe68e8	3.6e-36	4.8e-98	NA	NA	barrnap:0.9
2d70a33df3f502f61e4300a1edc5f282	1.6e-38	2e-100	NA	NA	barrnap:0.9
2d7764841fef871c33c0a27aaea5b1b3	9.1e-41	4.2e-100	2.7e-09	NA	barrnap:0.9
2d8ecf6510bb6164f4350d3e56428b13	1.6e-35	3.3e-100	NA	NA	barrnap:0.9
2da0c280f5e0a7316c4ba82e94e4d17e	8.2e-37	1e-99	2.2e-08	NA	barrnap:0.9
2db06ef53bf5dbb3e894293ddcd6ca36	1.5e-36	2e-100	NA	NA	barrnap:0.9
2ddb9872486f2a9a1f07c3fb202700bb	8.9e-36	3.3e-98	NA	NA	barrnap:0.9
2ddccfa42369ca61104ddc7c92111c7b	2.5e-36	8.1e-102	NA	NA	barrnap:0.9
2def614703e41ba7b12b6870d0228ddb	1.1e-30	1.8e-93	NA	NA	barrnap:0.9
2df3f1c5727c897eb102b1e47197414c	3.3e-36	8e-95	NA	NA	barrnap:0.9
2e02b8f6c3c356c811f4a873ea7e1443	2.9e-20	1.6e-43	NA	NA	barrnap:0.9
2e075a9dbf2b844fd734be280ccba757	6.4e-35	4.2e-94	NA	NA	barrnap:0.9
2e0c5bd607d7b8076435776907715db1	2.5e-41	4.3e-99	2.7e-07	NA	barrnap:0.9
2e22384a438c5051bf491d3f4cb9e92e	3.1e-33	8.8e-97	NA	NA	barrnap:0.9
2e432c43a3f56e6ea168a0d9d15ce126	2.4e-32	1.5e-86	NA	NA	barrnap:0.9
2e46bb3255d86433d5afee685ed1f171	1e-39	8.6e-101	NA	NA	barrnap:0.9
2e54371c196680acd2fd1b83d69d4aae	2.7e-42	3.4e-100	NA	NA	barrnap:0.9
2e6c0620fb713ecb43a5d704ff355404	1.2e-39	6e-100	NA	NA	barrnap:0.9
2e6ec053cd681ec4580a0ce1c3a13726	3e-38	3.6e-98	NA	NA	barrnap:0.9
2e724ab5efbe748ff38bc90a6bb2a89f	1.3e-36	2.3e-100	NA	NA	barrnap:0.9
2e7ff4c5c059991715116055dd14a74e	4.4e-34	1.3e-95	NA	NA	barrnap:0.9
2eb0d8035efa5e01c226b0a702b91edf	3.4e-38	2.5e-100	NA	NA	barrnap:0.9
2ed25a1ac3fe486e4542c063771d1f22	3e-33	1.4e-88	NA	NA	barrnap:0.9
2edbb03b51bc8e99e13163c56ca236c9	6.5e-40	1.1e-99	NA	NA	barrnap:0.9
2eed7572b478ef55d2d1a2ace5f8fe39	2.1e-37	3.7e-102	NA	NA	barrnap:0.9
2f0d32c9330e775e702969f3f2622624	2.3e-33	1.6e-89	NA	NA	barrnap:0.9
2f331e78f6cbd7bf06b5a22533d972be	8.9e-40	2.7e-99	NA	NA	barrnap:0.9
2f4610caf9a384d9419169105360acca	5.7e-42	1.7e-100	NA	NA	barrnap:0.9
2f4f052d242ae0c1dfaabe6ced89f37f	6.6e-37	8.6e-102	NA	NA	barrnap:0.9
2f609cf52bc2496afa5f3c9bef371d7e	1.1e-34	2.5e-95	NA	NA	barrnap:0.9
2f6665f3de5b6acb68305d160adfcfe6	2.8e-31	7.5e-97	NA	NA	barrnap:0.9
2f6901bc03e061c93cb7a728318aa7d9	8.4e-40	3e-92	NA	NA	barrnap:0.9
2f70881c49df425eb3d6ac036f3a01bf	1.7e-35	2.9e-104	NA	NA	barrnap:0.9
2f778f60b39657f769d970afdb5ead4c	1.1e-38	4.8e-102	NA	NA	barrnap:0.9
2f7ffd0623801744dff94b108106d8d9	3.5e-35	1.4e-89	NA	NA	barrnap:0.9
2f80ee65de3d1641aee0813ef57bd346	1.9e-37	1.9e-101	NA	NA	barrnap:0.9
2f81e9022eac593327e387912cf6255b	7.3e-39	1.4e-99	NA	NA	barrnap:0.9
2f8fa5e0a3c163df3df0959610619213	5.2e-34	1.2e-102	NA	NA	barrnap:0.9
2faf370afc52dbae9eb4851db787a39d	5e-37	3.8e-94	NA	NA	barrnap:0.9
2fc8eec1d58660ae61bade077c5884eb	1.8e-38	1.3e-96	NA	NA	barrnap:0.9
2ffd4ca12dfc7db2abf84131e2e3f315	3.6e-37	3.2e-98	NA	NA	barrnap:0.9
2fffd9bf739c5df4c1512c16809adfaf	1.6e-42	3.9e-104	NA	NA	barrnap:0.9
3010a54ae6b47f6a15ce63ac4bc20fb0	4.7e-37	1.7e-102	NA	NA	barrnap:0.9
3012b453d447e03c1b7d2b512b65793a	3.1e-39	3.2e-93	NA	NA	barrnap:0.9
3023578af34b1b5907cd9cb32ece17e3	2.9e-37	7.6e-102	NA	NA	barrnap:0.9
3046acb09727422fd76caf274944ab11	3.5e-39	6.6e-98	NA	NA	barrnap:0.9
30478668f661bb2f2d5ccc7952b7c7c9	2.7e-40	1.1e-93	NA	NA	barrnap:0.9
3053eac4596177d6203710f59265032d	1.9e-31	1e-89	NA	NA	barrnap:0.9
306b2aeb0f67d53989350a200dff4652	4.9e-36	4.8e-101	NA	NA	barrnap:0.9
308bc41d4c6ed5986431bed1d311500b	1.2e-39	2.9e-105	NA	NA	barrnap:0.9
30acbaa598244ed5c24f98be5ccd5e3b	1.1e-38	1.6e-102	NA	NA	barrnap:0.9
30b815bd9243ffe0b5742b6723d8b2d7	1.5e-41	2.8e-100	NA	NA	barrnap:0.9
30dc8d875292bd7c7a42d14ba2d013e1	5.1e-36	8.6e-102	NA	NA	barrnap:0.9
31082ce6464deeee8da75398274f9c72	2.1e-37	5.7e-102	NA	NA	barrnap:0.9
310b13dee0c4c78424fc611bd1dcedb0	2.6e-35	2.1e-97	NA	NA	barrnap:0.9
310c6790d9609ea1472d36f3aab74319	4.8e-36	1.9e-99	NA	NA	barrnap:0.9
3128006eee32ae905af820a3067a03a0	1.9e-35	3.1e-104	NA	NA	barrnap:0.9
31476f411508536a45d25cc6865ffe5d	2.8e-35	5.5e-93	NA	NA	barrnap:0.9
315096c2d044525759abe44bedbdb9a5	3.6e-36	9e-102	NA	NA	barrnap:0.9
3150bf370d7cf9617bc771548b5c4014	9.2e-36	6.1e-88	NA	NA	barrnap:0.9
3157193ba6fd2544aed719f2bc83bf66	6.2e-38	1.6e-95	NA	NA	barrnap:0.9
315dfafad0a283f87bbd8e27b51052bf	5e-36	1e-98	2.1e-08	NA	barrnap:0.9
316b1d33a2635b878610dac034da965e	1.2e-40	5.1e-103	NA	NA	barrnap:0.9
316c5ddd1e1b641fceba6c5874865100	2.6e-34	7.4e-100	NA	NA	barrnap:0.9
317f658b2fef1a629dccb915c7ce9524	2.3e-35	7.7e-89	NA	NA	barrnap:0.9
3192b307466451bb7871367d8d42f154	2.2e-41	2.6e-106	NA	NA	barrnap:0.9
31be2d0b49ed6c1bf9addd970c98abcf	2.3e-40	3.3e-100	NA	NA	barrnap:0.9
31d5c70daad5f2ca9b826101d27bc148	8.6e-36	6.3e-100	NA	NA	barrnap:0.9
31de4a7209f223b8ac4775c4ee43eaf8	3e-38	8e-102	NA	NA	barrnap:0.9
31fbd164b97d22761b1dac605283e55d	1.6e-38	2.7e-102	NA	NA	barrnap:0.9
32108b2f2fdbd9f8cb04831fd906b9e5	1.7e-31	2.5e-87	NA	NA	barrnap:0.9
3219881404e05ffbec48c08e2cb0e17a	7.8e-39	3.5e-94	NA	NA	barrnap:0.9
321c47701627e13bec096a12c18af003	3.9e-39	1e-94	NA	NA	barrnap:0.9
322820867c0b3b377165708b704b1a43	2.9e-36	9.4e-101	NA	NA	barrnap:0.9
32326a16097ac2d48204f54beebe47f8	1.9e-39	6.1e-101	NA	NA	barrnap:0.9
3235d162286e097c0164c0842c9ad40c	6.1e-36	9.5e-105	NA	NA	barrnap:0.9
323c9f5b7b694409a230fb21ce258f99	7.7e-39	6.9e-102	4.3e-08	NA	barrnap:0.9
3243402b15098ef6e6fb7c24e81757ea	1.3e-36	2.5e-92	NA	NA	barrnap:0.9
325e6e88812baea58b5cc790bb4018f4	4.2e-38	2.3e-99	NA	NA	barrnap:0.9
3261915724aa037e3f5ae61733d9e958	3.3e-38	6.2e-95	NA	NA	barrnap:0.9
326bd104c371e3d4fd9aa730c8cf1b23	5.4e-34	6e-94	NA	NA	barrnap:0.9
3284c5266428161d3522792c2b522cd6	4.6e-39	4.7e-100	NA	NA	barrnap:0.9
329b41d97f34b561c819861b15835ae9	9e-40	3.4e-99	NA	NA	barrnap:0.9
32a3202f18ded0f5e4fc04f71366b07a	4.1e-38	4.5e-106	NA	NA	barrnap:0.9
32be868bebeff6652e8bb196b13ec74c	1.5e-40	5.3e-101	NA	NA	barrnap:0.9
32d252e657beb2bab5e06eab4dddcc99	1.1e-36	5.7e-91	NA	NA	barrnap:0.9
32d9b594870ad7d1367bf2ff8b06ac4e	5.5e-38	4.4e-96	NA	NA	barrnap:0.9
3308f1593fd13ef5a927b3bd94e1c4f3	2.2e-35	4.3e-98	NA	NA	barrnap:0.9
331362d4fdbc10c6bbf26476761e6f72	3.6e-42	1.4e-100	NA	NA	barrnap:0.9
3316932643dc3924db8591c24224aa9d	2e-34	5.5e-105	NA	NA	barrnap:0.9
33192610f1d725431425b1ea8f78fa24	1.6e-39	8.2e-103	NA	NA	barrnap:0.9
3337f71f627182eec03618dc5111521a	8e-38	8.7e-103	NA	NA	barrnap:0.9
334087f1453114b9fc76b2ea1ea114cc	1.9e-36	1.4e-102	NA	NA	barrnap:0.9
334124e91771753cb58d23d1e08ad8e9	2.2e-39	1.6e-101	NA	NA	barrnap:0.9
3341f3bb5cf7c10bb570efcc3327a3f1	2e-38	1.2e-101	NA	NA	barrnap:0.9
3361f63d2bd6f0a9b8165e358b2e09f7	1.6e-36	7.3e-98	NA	NA	barrnap:0.9
3378db2ecd86b224aa8d7c3cb11fdebc	9.1e-36	1.8e-96	NA	NA	barrnap:0.9
33861406023ad663493d45895e10dae1	4.7e-37	6.8e-99	NA	NA	barrnap:0.9
33a46bef106375639fbb11859ec6b8fd	5e-41	2.4e-101	NA	NA	barrnap:0.9
33b5238de5f868bc0d6f8d2f62e01485	1.2e-38	5.2e-104	NA	NA	barrnap:0.9
33e0f10046f94aee7635b1590cfe8fda	1.2e-39	3e-99	NA	NA	barrnap:0.9
33ef3a42218b014de0b5a08bdf776a2a	1.7e-38	7.4e-103	NA	NA	barrnap:0.9
33f93dda5f91c141987c3c0c35ac99a0	7.7e-35	1.8e-103	NA	NA	barrnap:0.9
34085f1836e0fbc2e8a1843a65e93757	3.2e-36	2.4e-103	NA	NA	barrnap:0.9
3414f947ec17b89477fd7bb8fa7a53b2	6.2e-40	4.7e-97	NA	NA	barrnap:0.9
3421df28e9c85ef2c60eb8a9eee170e1	1.5e-39	2.7e-97	NA	NA	barrnap:0.9
343284c426f137f0c6377bf935861bd1	3.2e-35	1.4e-97	NA	NA	barrnap:0.9
34456b6a92967114fb8631217d796eef	1.5e-38	9.1e-100	NA	NA	barrnap:0.9
3447b2dde8d31c67286e3b8e55c46178	8.4e-31	7.4e-93	NA	NA	barrnap:0.9
3452aadb2160ee9e34e4ba98c8ca3a6a	3.6e-34	1.3e-96	NA	NA	barrnap:0.9
3463a67edf7676577f6af44ebd67e868	9.8e-40	1.5e-100	NA	NA	barrnap:0.9
34658dc15aa8fc3657b75611ca366336	1.2e-44	1.4e-97	NA	NA	barrnap:0.9
34a3f004d737f6e9119d24bc669c679b	2.2e-41	1.3e-96	NA	NA	barrnap:0.9
34b53585caf194db37a1d8dc41381f60	2.2e-42	1.2e-101	NA	NA	barrnap:0.9
34cf567a4596d4ac578775c85f29f741	4.1e-37	2.1e-97	NA	NA	barrnap:0.9
34fbe88f3b76ebf28e8353a722a11a1e	1e-39	1.6e-103	NA	NA	barrnap:0.9
35020269f91bcd9ada30cbd1933afe48	3.5e-36	2.1e-105	NA	NA	barrnap:0.9
351630d9e1daf796cb3974e2a7ee9b06	7.7e-38	6.5e-100	NA	NA	barrnap:0.9
351c1615dcc463586f33330b785a7f79	2e-36	1.2e-100	NA	NA	barrnap:0.9
3520343e913cfb5ce7a855b5091ba6fd	1.1e-39	2.8e-104	NA	NA	barrnap:0.9
35305b494aaf6b9eddae86ac170e2e38	9.7e-36	1.7e-100	NA	NA	barrnap:0.9
353402de3b8a5d167c9c684f3406e958	2.1e-40	8.5e-100	NA	NA	barrnap:0.9
35438425a4765f7edc17adad17ede549	3.5e-39	3.8e-100	NA	NA	barrnap:0.9
357224be7f1ce2dd56b898ebd7a0dd2d	2.6e-35	9.1e-96	NA	NA	barrnap:0.9
35928f9f10f19434dea109b8da79805a	1e-34	2.2e-106	NA	NA	barrnap:0.9
3594a7a07a27d6c30fe076bac4fb4357	2.9e-34	5.6e-105	NA	NA	barrnap:0.9
35a1504c49916a59ac461c3aa5b2eb2c	2.4e-35	2e-94	NA	NA	barrnap:0.9
35a2ac103d1386d67be0cf053a2943a5	6.9e-40	7.4e-99	NA	NA	barrnap:0.9
35acd04d61136e5eae3e2900f4e9bbf0	6.7e-38	7.6e-101	NA	NA	barrnap:0.9
35b92f60e7b46c6dcef31abfbe29cd9f	7.1e-38	1.8e-105	NA	NA	barrnap:0.9
35c2a850d5a01451ebc8c05a03c14a9d	5.7e-41	2.2e-100	NA	NA	barrnap:0.9
35c90c3d6a713534a6162f8ee7365d21	5.7e-41	5.1e-100	8.3e-07	NA	barrnap:0.9
35ca136fb14e416bf6ead5a25b0e6801	1.6e-38	1.1e-96	NA	NA	barrnap:0.9
35dd1ac1ab17fe0347b82b4ca2248ed1	1.7e-37	2.6e-99	NA	NA	barrnap:0.9
360a8efb37d808c279483b84f9a1b919	4.8e-11	4.1e-33	NA	NA	barrnap:0.9
36316263133d50ddfb832da26ce2868d	4.3e-37	2e-101	NA	NA	barrnap:0.9
36530cb4cef03aff304719022d14981b	1.6e-39	3.2e-100	NA	NA	barrnap:0.9
36607a7efd9fe2e9147ff91b02cdf255	4.1e-38	7.3e-99	NA	NA	barrnap:0.9
366bbdb0b476facc51c4f01d6757199b	6.3e-38	6.4e-105	NA	NA	barrnap:0.9
36740846d187bbfef52598551e1fd0e5	4.1e-40	1.3e-99	NA	NA	barrnap:0.9
367501faf50de4d56daa40ad14b4d0af	1e-33	2.7e-89	NA	NA	barrnap:0.9
36b02969a7c54e4a42ebbd442486aef6	9.2e-44	9.5e-102	NA	NA	barrnap:0.9
36c851003af756896f5c2c00e2ffb8aa	3.3e-35	2.2e-98	NA	NA	barrnap:0.9
36cf10e1dfac01a756f0917918ff539f	2.4e-35	2.4e-89	NA	NA	barrnap:0.9
36df85bea3469a1e7f770ccd18aa3caf	2.6e-30	1.2e-87	NA	NA	barrnap:0.9
371aaccf2c4c42d39eaac7fef714c968	1.4e-40	2.3e-103	NA	NA	barrnap:0.9
37535b97bcfb10078cfe5d7b7965f8fc	1e-38	2.2e-103	NA	NA	barrnap:0.9
378dba701605e740509eb9b5af3f08da	1.2e-37	2.9e-93	NA	NA	barrnap:0.9
3793aa7ff8c3d8e587d9d1ed8c57e937	1.3e-37	1.8e-101	NA	NA	barrnap:0.9
37a755f35e23275a4e9f7db3926b04ba	2.3e-34	2.4e-105	NA	NA	barrnap:0.9
37a8a9369f40c794e7ea1114f5e8cfdc	5.1e-36	1.1e-91	NA	NA	barrnap:0.9
37c00ab26a154eb8e692781910a542d4	2.9e-42	2.8e-98	NA	NA	barrnap:0.9
37d01f5bcafd5c554aeb28566feafa2c	1.4e-33	1.7e-87	NA	NA	barrnap:0.9
37e5feaa5270ceec29be7101486c14d8	1.3e-39	4e-93	NA	NA	barrnap:0.9
37ec3f6c9be22c2ffb2505c5890f33b9	2.8e-41	9.2e-104	NA	NA	barrnap:0.9
37fb9c62315bf747d735c8850fefa1e7	3.8e-34	3.2e-105	NA	NA	barrnap:0.9
382681d2502aca760a1f3d239d42dba6	9.2e-39	1.2e-100	NA	NA	barrnap:0.9
386f68f146a802bc67fb6b705e235a8c	1.6e-36	2.4e-97	NA	NA	barrnap:0.9
387ca0425486a6d5876a48e8bae911a8	5.6e-37	3e-98	NA	NA	barrnap:0.9
3894795ea596812e8104aec6c3c5b30b	7.7e-36	1.7e-96	NA	NA	barrnap:0.9
389f699b606ae3ce3bbe43a8511d221f	3.7e-36	6.2e-100	NA	NA	barrnap:0.9
38a251e6f410cb3666e2dfbd47eaec97	1.8e-41	1.9e-106	NA	NA	barrnap:0.9
38ae18f9a2d025c08d18119bdce24894	7.6e-40	1.5e-99	4.2e-07	NA	barrnap:0.9
38c8fae84d55391f083bba6acbdb25b0	2.2e-36	3.6e-101	NA	NA	barrnap:0.9
38ca2c49f22017238e5d92ff3be25c2a	8.7e-39	2.3e-97	2e-07	NA	barrnap:0.9
38d31797e59f95221f9bb0537777dd0e	1.8e-35	6.5e-103	NA	NA	barrnap:0.9
38d565f3ff1ffda57eede09850a1f622	1.8e-40	1.3e-103	NA	NA	barrnap:0.9
38d7c3e9ffc7677d58d0f158626b2c07	3.2e-41	2.3e-101	NA	NA	barrnap:0.9
38e121f67f9cfec688f11e8158862d24	1.5e-37	1.1e-100	NA	NA	barrnap:0.9
38efdf4e907c675859f7e321546e849f	3.9e-39	4.7e-104	NA	NA	barrnap:0.9
3921a43c5c793a77435db35c070858c0	1.1e-46	7.1e-101	NA	NA	barrnap:0.9
392e3a4e5c62977798715dcbadd2cbbe	9e-32	1.6e-83	NA	NA	barrnap:0.9
392edad965698059413c2917541f1018	4.5e-36	1.2e-97	NA	NA	barrnap:0.9
394ce0ae4acf96432d8aad8efc10ee54	1.3e-35	2.2e-88	NA	NA	barrnap:0.9
395472f6abd7f767c7875cff6fd1105c	5.3e-35	1.8e-95	NA	NA	barrnap:0.9
396659044857394471d36c123a57eb93	4.5e-38	2.5e-95	NA	NA	barrnap:0.9
397e63515a6243013077c5830737023c	2.4e-36	3.7e-104	NA	NA	barrnap:0.9
399394127ed96083da42ae5687a4c578	7.6e-38	5.7e-102	NA	NA	barrnap:0.9
39c003bd7ad85aa04ee7bc0f7953e9f7	4.4e-31	1.5e-89	NA	NA	barrnap:0.9
39c1c57f162f523b20970da3f29445c5	6.2e-38	6.7e-98	NA	NA	barrnap:0.9
39c2a939a75075d440c19353d6c24407	5e-42	9.4e-102	2.6e-07	NA	barrnap:0.9
39dbd3d6b13194c4181d9e9fd1a06300	7.2e-37	4.5e-97	NA	NA	barrnap:0.9
39e462271b0f7bd8598996598a7d8ea5	1e-38	1e-99	NA	NA	barrnap:0.9
39f3339cbe561565bbe14fb72be3a8c4	2.2e-36	3.2e-98	NA	NA	barrnap:0.9
39f6e196d16bf07e0e2dd2731d830662	1.6e-38	4e-102	NA	NA	barrnap:0.9
3a0477199fa1adc60b8c2a99e5cf08ad	2.1e-39	1.2e-102	NA	NA	barrnap:0.9
3a0731c9d015e365d2e12c38dd6073bd	2.7e-37	2.7e-95	NA	NA	barrnap:0.9
3a177ed4924319deb632ffe19273949f	6.7e-43	3.5e-102	NA	NA	barrnap:0.9
3a324a6d5d8866b04aa9f0c5d3359dc1	3.7e-40	3.3e-100	8e-08	NA	barrnap:0.9
3a35d5b6eb964dce55d402984d1d5f47	7e-41	4.5e-107	NA	NA	barrnap:0.9
3a41ac38b8275eb51b5db518a0c929a4	3.9e-37	8.7e-99	NA	NA	barrnap:0.9
3a51854333edd176161d1bd0834083aa	1.5e-36	3e-91	NA	NA	barrnap:0.9
3a538ec14f668a8de2022c25e9deaa9b	4.4e-40	2.2e-99	NA	NA	barrnap:0.9
3a663ad34a6ea59af9afd9d1badc0ba1	1.6e-34	8.1e-88	NA	NA	barrnap:0.9
3a69cc46245305ff07763b40d1acba25	1.1e-38	2.8e-100	NA	NA	barrnap:0.9
3a80d5e82c993f0b19a0b8ef7baaa31d	2.6e-36	2.7e-95	NA	NA	barrnap:0.9
3a80e0b9259cc7ec69b542fb89f93ef3	4.3e-40	4.8e-101	NA	NA	barrnap:0.9
3a8593bc07f66b053045b56121c4a7c6	1.2e-36	7.1e-100	NA	NA	barrnap:0.9
3a87c47dd3dda615546b62d65ce1410b	1.1e-35	6.4e-95	NA	NA	barrnap:0.9
3a87ffccfc05f839afc4f8fa1ca9cbc3	1.4e-35	3.1e-99	NA	NA	barrnap:0.9
3aa7b8b168e5e2b081e576e6943652ce	7.4e-37	5.1e-98	NA	NA	barrnap:0.9
3ac713244ce989a026a9977e5c7cf374	5.8e-39	3.8e-102	NA	NA	barrnap:0.9
3ada00c2495bf99d9e0b37663a7ebb41	8.6e-36	8.5e-90	NA	NA	barrnap:0.9
3af5886ffa9261912523360497f03a4d	1.9e-35	1.9e-98	NA	NA	barrnap:0.9
3afd2d7fb82b0becafe132d7594fb7e6	5.5e-38	1.9e-98	NA	NA	barrnap:0.9
3b17fc2fb0659c305bc3bb283f79f169	9.7e-40	2.8e-103	NA	NA	barrnap:0.9
3b18c3e61ce8cdf21d2752b4b866d261	1.2e-36	5.9e-96	NA	NA	barrnap:0.9
3b2cdc8b5d88ea12e24f4a5ec37956a7	2.6e-38	7.6e-102	NA	NA	barrnap:0.9
3b467c80f104ed67d43735e09dbe04b2	1.9e-34	4.5e-94	NA	NA	barrnap:0.9
3b685c5433344c7f3fdb331c4a711fc0	5.1e-37	1.9e-90	NA	NA	barrnap:0.9
3b6996824aaee4f0e10a302c1fcc8c73	1.6e-36	5.7e-97	NA	NA	barrnap:0.9
3b6d2ee2498460de587301a2770836e9	5.8e-38	5.2e-99	NA	NA	barrnap:0.9
3b7064b3a073f6b6131ce6c542a518c4	9.2e-41	6e-101	NA	NA	barrnap:0.9
3b83f2519178f7e03c048e43fbc76a2a	1.8e-44	5.3e-94	NA	NA	barrnap:0.9
3b9dc45069c3eab585f14a7c6877a96a	8.8e-36	2.3e-100	NA	NA	barrnap:0.9
3ba33319d0ede15752e476351673f521	5.2e-47	9.8e-99	NA	NA	barrnap:0.9
3bb6346be296ce6e535bff4557798baa	4.1e-36	7.3e-99	NA	NA	barrnap:0.9
3bd049388aa7c53854a07b24ed5ea3a2	8.7e-35	6.2e-103	NA	NA	barrnap:0.9
3bfbec5a01424961e313c5880dcd594b	8.2e-35	1.9e-102	NA	NA	barrnap:0.9
3c1a29a0168c352247ec3ae8bb0f1e22	3.2e-39	2e-101	NA	NA	barrnap:0.9
3c1c904fa2f41966972a09cb7064c97e	8.5e-33	3.2e-84	NA	NA	barrnap:0.9
3c2261039aae6ca40e753eeee85f125a	3.1e-40	1.1e-99	NA	NA	barrnap:0.9
3c2d95129f82ea366acf86b3cc815005	3.1e-36	1.1e-91	NA	NA	barrnap:0.9
3c47af912109c639831d7ca0805db450	1.2e-34	5.3e-94	NA	NA	barrnap:0.9
3c586bb19d770801502329a6dea53824	2.7e-38	3.5e-103	NA	NA	barrnap:0.9
3c6edae36abd5e7462e04fad0262ae1e	1.1e-36	3.9e-98	NA	NA	barrnap:0.9
3c928f4e42e169f185739f137860209e	3.9e-41	5.3e-105	NA	NA	barrnap:0.9
3cae3528b4c1c35169f84f9432357ac2	5.9e-39	1.1e-98	NA	NA	barrnap:0.9
3caed1474731aa18c60f27bd4923fae5	6.4e-35	3.5e-100	NA	NA	barrnap:0.9
3cb46c56ebbcc3572311bb0cd800c5e4	3.5e-37	5.2e-98	NA	NA	barrnap:0.9
3ce49d9fa792f22f14baf846391f0c6d	2.9e-35	1e-97	NA	NA	barrnap:0.9
3cebbcde8677a6d45c8f805107b42c0a	8.9e-43	1e-105	NA	NA	barrnap:0.9
3d0cd49e3079fe9516f6abf3641eb38e	9.5e-40	1.6e-101	NA	NA	barrnap:0.9
3d24a3323d33a6b31771056c37af34e9	1.5e-38	2e-102	NA	NA	barrnap:0.9
3d294eb9bcc8fbf6a1ad9cb2573b47c3	3.1e-40	8.9e-103	NA	NA	barrnap:0.9
3d3ed19d62356930c8bb1372d20b4e55	4.8e-39	2e-97	NA	NA	barrnap:0.9
3d6b9a8a01ed6360e0abb4c10368897a	1.2e-33	1.2e-101	NA	NA	barrnap:0.9
3d8497290fad3bb4650976895b17a7a5	5.9e-35	2.2e-91	NA	NA	barrnap:0.9
3d84d1081b0de43f3b190b4b1b0d9f5a	7.7e-35	1.4e-103	NA	NA	barrnap:0.9
3dbaa486781a6a8a359c66f471d7676d	3.8e-35	1.3e-103	NA	NA	barrnap:0.9
3dd73ea841ed6efac0d2278d7d53574b	3.7e-38	1.7e-100	NA	NA	barrnap:0.9
3ddcc3d4b0ce26f1b9fc1f77af055ad7	2.2e-38	6e-102	NA	NA	barrnap:0.9
3deabc9e329175dec73b605ca6d5d04c	1.8e-36	5.1e-98	NA	NA	barrnap:0.9
3e0562875a3e7e8064b04f8a61fe7fea	5.5e-46	1.7e-105	1.5e-07	NA	barrnap:0.9
3e197277ba1f1d63779459d44a5475a6	1.1e-38	4e-104	NA	NA	barrnap:0.9
3e250c80d8cab82dd62b4eb4d1744bab	8.2e-42	2.7e-102	NA	NA	barrnap:0.9
3e2afa383881cf485936775da27c4ce9	6.2e-36	6.9e-99	NA	NA	barrnap:0.9
3e31c5d9dde1e076e84f49ea23c23814	7.8e-37	3e-91	NA	NA	barrnap:0.9
3e5819b0c4a1148874efabb86ae827f6	1.9e-37	5.1e-103	NA	NA	barrnap:0.9
3e5882b0be822ff4652e72017590ff52	3.3e-35	5.3e-101	NA	NA	barrnap:0.9
3e8ed8d0a4c81c91240351a72877b578	1.3e-39	2.1e-92	NA	NA	barrnap:0.9
3e8ef59c6c7c953ded734d2c7e9a4188	3.4e-40	8.3e-93	NA	NA	barrnap:0.9
3e98313de2ca234ca8652931ddd23c61	8.3e-37	3.8e-97	NA	NA	barrnap:0.9
3ec1f377fa082c3d0166ae3e6df8b5b7	3e-39	3.8e-94	NA	NA	barrnap:0.9
3ee2d92a1d43d6ecbb44d74c19b37def	1.2e-35	4.6e-96	NA	NA	barrnap:0.9
3f037ede9eb912341313e389dff6f459	5.1e-37	2.8e-92	NA	NA	barrnap:0.9
3f09ba82f2c0d5d8d1ba50738b36a736	6.1e-35	2.8e-96	NA	NA	barrnap:0.9
3f3764874b6f2bd4dc550e09a055aeaf	3.6e-43	1.6e-91	NA	NA	barrnap:0.9
